id_inquilino,variable1,variable2,variable3,variable4,variable5,variable6,variable7,variable8,variable9,variable10,variable11,variable12,variable13,variable14,variable15,variable16,variable17
6490,noche,nocturno,secundaria,no,no,no,con mascotas,pedir comida,no,si,no,si,relajada,reggaeton,si,salir,si
6491,mañana,madrugador,universitaria,no,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,pop,si,casa,no
6492,noche,madrugador,primaria,no,no,si,sin mascotas,cocinar,no,no,no,no,relajada,clasica,si,salir,si
6493,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,no,si,si,si,ordenada,clasica,si,salir,si
6494,noche,nocturno,universitaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,reggaeton,no,casa,no
6495,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,rock,no,salir,si
6496,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,rock,no,casa,no
6497,noche,nocturno,secundaria,si,no,no,sin mascotas,cocinar,no,si,no,si,relajada,reggaeton,si,salir,si
6498,mañana,madrugador,primaria,si,no,si,con mascotas,pedir comida,no,si,no,si,ordenada,rock,no,casa,no
6499,noche,nocturno,universitaria,no,no,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,no,salir,si
6500,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,no,si,no,si,relajada,reggaeton,si,salir,si
6501,noche,madrugador,universitaria,no,si,no,con mascotas,pedir comida,si,no,no,no,relajada,pop,si,salir,si
6502,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,pop,no,casa,no
6503,mañana,nocturno,primaria,si,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,rock,si,salir,no
6504,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,salir,si
6505,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,no,si,si,no,relajada,clasica,no,salir,si
6506,mañana,nocturno,secundaria,si,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,rock,no,casa,no
6507,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,si,no,si,si,ordenada,pop,no,casa,no
6508,mañana,nocturno,universitaria,no,si,no,sin mascotas,cocinar,si,si,si,si,relajada,clasica,si,casa,si
6509,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,clasica,no,salir,si
6510,mañana,nocturno,secundaria,no,no,no,con mascotas,pedir comida,si,no,si,si,relajada,reggaeton,si,casa,no
6511,mañana,nocturno,primaria,si,no,no,sin mascotas,cocinar,no,si,si,no,ordenada,pop,no,salir,no
6512,mañana,madrugador,primaria,no,no,si,sin mascotas,pedir comida,no,si,no,no,relajada,clasica,no,casa,no
6513,noche,madrugador,secundaria,no,si,si,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,salir,si
6514,noche,nocturno,secundaria,si,si,no,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,no,casa,si
6515,noche,madrugador,secundaria,si,no,si,con mascotas,pedir comida,no,no,si,si,relajada,reggaeton,no,salir,si
6516,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,pop,no,salir,no
6517,mañana,madrugador,primaria,si,si,si,sin mascotas,pedir comida,si,no,no,no,ordenada,rock,no,casa,no
6518,mañana,nocturno,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,si
6519,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,si,no,no,si,ordenada,reggaeton,no,salir,no
6520,noche,madrugador,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,no,relajada,reggaeton,si,salir,si
6521,noche,nocturno,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,si,casa,no
6522,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,no,si,no,si,relajada,reggaeton,no,salir,si
6523,noche,nocturno,secundaria,no,no,no,con mascotas,pedir comida,si,no,si,si,ordenada,reggaeton,si,salir,si
6524,mañana,nocturno,primaria,si,no,si,con mascotas,cocinar,no,si,no,si,relajada,rock,no,casa,no
6525,noche,madrugador,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,no,relajada,reggaeton,si,casa,si
6526,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,no,no,si,relajada,reggaeton,si,salir,si
6527,mañana,madrugador,primaria,no,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,salir,no
6528,noche,nocturno,universitaria,no,si,no,con mascotas,cocinar,si,si,si,no,ordenada,clasica,si,salir,no
6529,mañana,madrugador,secundaria,si,no,si,sin mascotas,pedir comida,si,no,no,si,relajada,clasica,si,casa,si
6530,mañana,madrugador,universitaria,no,no,si,con mascotas,pedir comida,si,si,no,si,relajada,pop,si,salir,si
6531,noche,nocturno,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,si,salir,si
6532,mañana,madrugador,universitaria,si,si,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
6533,noche,madrugador,secundaria,si,si,si,con mascotas,pedir comida,si,si,si,si,ordenada,reggaeton,si,casa,si
6534,noche,madrugador,primaria,no,no,si,sin mascotas,cocinar,no,si,no,no,relajada,pop,no,casa,no
6535,noche,madrugador,primaria,no,si,si,con mascotas,pedir comida,si,si,si,si,ordenada,clasica,si,salir,si
6536,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,reggaeton,no,salir,si
6537,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,pop,no,casa,no
6538,mañana,madrugador,universitaria,no,no,si,con mascotas,cocinar,no,si,si,si,ordenada,pop,si,casa,no
6539,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,si,no,si,no,ordenada,rock,no,casa,no
6540,noche,madrugador,universitaria,no,no,si,con mascotas,pedir comida,no,si,si,no,relajada,clasica,no,salir,si
6541,noche,madrugador,secundaria,si,no,no,sin mascotas,cocinar,si,si,no,si,ordenada,rock,no,casa,no
6542,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,no,no,relajada,rock,no,salir,no
6543,mañana,madrugador,universitaria,si,no,no,sin mascotas,pedir comida,no,no,no,no,ordenada,pop,no,casa,no
6544,mañana,madrugador,primaria,si,si,si,sin mascotas,cocinar,si,no,si,si,ordenada,rock,no,casa,no
6545,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,si
6546,mañana,nocturno,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,no,relajada,pop,si,salir,no
6547,noche,nocturno,secundaria,no,si,si,con mascotas,cocinar,no,si,si,si,relajada,rock,si,casa,si
6548,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,pop,no,casa,no
6549,mañana,nocturno,primaria,no,si,no,con mascotas,pedir comida,si,no,si,si,ordenada,reggaeton,si,salir,no
6550,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,no,si,si,si,relajada,clasica,si,salir,si
6551,noche,madrugador,universitaria,no,no,si,sin mascotas,pedir comida,si,no,no,si,ordenada,pop,no,casa,no
6552,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,rock,no,casa,si
6553,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
6554,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
6555,mañana,madrugador,universitaria,si,no,no,con mascotas,cocinar,si,no,no,no,ordenada,pop,si,casa,no
6556,mañana,nocturno,primaria,si,no,no,sin mascotas,cocinar,no,no,si,no,relajada,rock,no,casa,si
6557,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,si,no,no,no,ordenada,pop,no,casa,no
6558,mañana,nocturno,universitaria,no,no,no,con mascotas,pedir comida,si,si,si,no,relajada,clasica,si,salir,si
6559,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,si,no,no,si,ordenada,rock,no,casa,no
6560,mañana,madrugador,universitaria,si,si,si,con mascotas,pedir comida,no,no,si,si,relajada,reggaeton,si,casa,si
6561,mañana,madrugador,secundaria,si,no,si,sin mascotas,cocinar,no,no,si,no,ordenada,pop,no,casa,no
6562,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,rock,si,casa,no
6563,mañana,madrugador,universitaria,si,no,no,sin mascotas,cocinar,si,no,no,no,relajada,pop,no,casa,no
6564,noche,madrugador,universitaria,si,no,no,sin mascotas,cocinar,no,si,si,no,ordenada,rock,no,casa,si
6565,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,no,si,no,si,relajada,reggaeton,si,salir,si
6566,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,pop,no,casa,no
6567,mañana,madrugador,universitaria,si,no,si,con mascotas,cocinar,si,no,no,no,ordenada,rock,no,casa,no
6568,mañana,nocturno,secundaria,no,si,si,con mascotas,pedir comida,no,si,si,si,relajada,reggaeton,si,salir,si
6569,noche,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
6570,noche,madrugador,universitaria,no,si,no,sin mascotas,pedir comida,si,no,si,si,relajada,clasica,si,salir,si
6571,noche,nocturno,universitaria,no,no,si,con mascotas,pedir comida,si,si,si,si,ordenada,rock,si,salir,si
6572,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,no,si,no,si,ordenada,clasica,si,salir,si
6573,noche,madrugador,secundaria,si,no,si,sin mascotas,pedir comida,si,no,no,si,relajada,rock,si,casa,no
6574,mañana,nocturno,primaria,si,no,no,con mascotas,cocinar,no,si,no,no,ordenada,clasica,no,casa,no
6575,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,no,relajada,pop,si,casa,no
6576,noche,nocturno,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,si,relajada,rock,si,salir,si
6577,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,clasica,si,salir,si
6578,noche,nocturno,secundaria,no,no,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,casa,no
6579,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
6580,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,no
6581,mañana,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,rock,si,casa,si
6582,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,no,si,si,si,relajada,clasica,si,salir,si
6583,mañana,madrugador,secundaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,salir,no
6584,noche,nocturno,secundaria,no,no,no,con mascotas,cocinar,si,si,si,si,relajada,reggaeton,si,salir,si
6585,mañana,madrugador,primaria,si,no,no,con mascotas,cocinar,si,no,no,no,ordenada,pop,si,salir,no
6586,noche,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,no,relajada,rock,si,casa,no
6587,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,si,no,no,no,relajada,pop,si,casa,no
6588,mañana,nocturno,universitaria,no,si,no,con mascotas,pedir comida,no,si,si,si,ordenada,reggaeton,si,salir,si
6589,mañana,nocturno,universitaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,relajada,pop,no,casa,no
6590,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,relajada,pop,si,casa,si
6591,mañana,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,no,si,si,relajada,reggaeton,si,salir,si
6592,noche,nocturno,universitaria,si,si,si,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
6593,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,si,si,si,ordenada,clasica,no,salir,si
6594,mañana,madrugador,universitaria,si,si,no,con mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
6595,mañana,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,no,no,si,relajada,reggaeton,si,salir,si
6596,noche,nocturno,universitaria,si,si,no,con mascotas,pedir comida,no,si,si,si,relajada,reggaeton,no,salir,si
6597,noche,nocturno,primaria,no,si,no,con mascotas,pedir comida,no,si,si,si,ordenada,reggaeton,si,salir,si
6598,noche,madrugador,secundaria,no,si,si,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,no,casa,si
6599,mañana,madrugador,secundaria,si,si,si,sin mascotas,cocinar,no,no,si,si,relajada,rock,no,casa,si
6600,noche,nocturno,secundaria,si,no,si,con mascotas,pedir comida,si,no,si,si,relajada,reggaeton,no,salir,si
6601,mañana,nocturno,primaria,si,no,si,con mascotas,pedir comida,si,no,no,no,ordenada,rock,no,casa,no
6602,noche,nocturno,secundaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
6603,noche,nocturno,universitaria,no,si,si,con mascotas,cocinar,si,si,si,si,relajada,rock,si,salir,si
6604,mañana,madrugador,universitaria,no,no,no,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,si
6605,mañana,madrugador,primaria,si,no,si,sin mascotas,pedir comida,si,no,no,si,ordenada,rock,si,salir,no
6606,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,rock,no,casa,no
6607,noche,nocturno,universitaria,no,no,si,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
6608,noche,nocturno,universitaria,si,no,no,con mascotas,cocinar,si,si,no,si,relajada,rock,no,salir,si
6609,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,no,si,si,relajada,reggaeton,si,salir,si
6610,noche,madrugador,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,no,relajada,clasica,si,salir,si
6611,noche,madrugador,universitaria,no,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,pop,no,casa,no
6612,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,salir,no
6613,noche,nocturno,secundaria,si,no,no,con mascotas,pedir comida,si,no,si,si,relajada,reggaeton,si,casa,no
6614,mañana,madrugador,secundaria,si,si,si,con mascotas,pedir comida,no,no,no,no,relajada,rock,no,salir,no
6615,mañana,madrugador,universitaria,no,no,si,con mascotas,pedir comida,no,no,no,si,ordenada,pop,no,salir,no
6616,mañana,nocturno,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,no,relajada,reggaeton,si,salir,si
6617,mañana,madrugador,universitaria,si,no,si,con mascotas,cocinar,si,no,si,no,ordenada,pop,si,casa,no
6618,noche,madrugador,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,no,salir,si
6619,noche,nocturno,universitaria,no,si,no,con mascotas,cocinar,si,no,si,si,relajada,pop,si,salir,si
6620,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,si,si,no,no,ordenada,pop,no,casa,no
6621,mañana,madrugador,universitaria,si,no,no,sin mascotas,pedir comida,no,no,no,no,ordenada,pop,si,casa,no
6622,noche,nocturno,secundaria,si,si,no,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,salir,no
6623,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,relajada,pop,no,salir,no
6624,mañana,nocturno,universitaria,si,no,si,sin mascotas,cocinar,si,no,no,si,ordenada,rock,no,casa,no
6625,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,no,relajada,clasica,si,salir,si
6626,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,no,relajada,clasica,si,salir,si
6627,noche,nocturno,universitaria,no,no,si,sin mascotas,cocinar,si,si,si,no,relajada,clasica,si,salir,si
6628,noche,madrugador,universitaria,no,no,no,con mascotas,pedir comida,si,no,si,si,ordenada,clasica,si,salir,no
6629,noche,nocturno,secundaria,si,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
6630,noche,nocturno,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,no,relajada,pop,no,casa,no
6631,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
6632,noche,madrugador,universitaria,no,si,si,sin mascotas,cocinar,no,no,no,si,ordenada,pop,no,salir,no
6633,mañana,nocturno,universitaria,si,no,si,sin mascotas,pedir comida,no,si,si,si,relajada,pop,no,casa,no
6634,noche,nocturno,universitaria,no,no,si,sin mascotas,pedir comida,si,no,no,no,ordenada,pop,no,casa,no
6635,noche,nocturno,universitaria,si,no,si,con mascotas,pedir comida,no,no,no,no,ordenada,rock,si,casa,si
6636,mañana,madrugador,secundaria,si,si,no,con mascotas,pedir comida,no,no,si,no,relajada,rock,no,casa,no
6637,mañana,madrugador,primaria,si,no,si,sin mascotas,pedir comida,no,no,no,si,ordenada,rock,no,casa,no
6638,noche,madrugador,universitaria,si,si,no,con mascotas,cocinar,si,si,si,si,ordenada,clasica,si,salir,si
6639,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
6640,mañana,madrugador,primaria,si,no,no,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,si
6641,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,reggaeton,no,casa,si
6642,noche,madrugador,universitaria,no,no,no,sin mascotas,cocinar,si,no,no,no,relajada,clasica,no,casa,no
6643,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,no,no,si,si,relajada,clasica,si,salir,si
6644,noche,nocturno,universitaria,no,si,si,con mascotas,cocinar,si,si,si,no,ordenada,rock,si,salir,no
6645,noche,nocturno,secundaria,si,no,no,con mascotas,pedir comida,si,no,si,si,relajada,reggaeton,si,salir,si
6646,mañana,madrugador,universitaria,no,no,no,sin mascotas,cocinar,si,si,si,no,ordenada,clasica,no,casa,no
6647,mañana,nocturno,universitaria,si,no,si,sin mascotas,cocinar,si,si,no,no,ordenada,pop,si,casa,no
6648,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
6649,noche,nocturno,universitaria,no,no,si,con mascotas,pedir comida,si,si,si,si,relajada,pop,si,salir,si
6650,noche,madrugador,universitaria,si,no,si,con mascotas,pedir comida,no,no,si,no,relajada,reggaeton,no,casa,no
6651,mañana,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
6652,mañana,madrugador,primaria,si,no,no,sin mascotas,cocinar,no,si,no,no,ordenada,rock,no,casa,no
6653,noche,nocturno,universitaria,no,no,si,con mascotas,pedir comida,si,si,si,no,relajada,clasica,si,salir,si
6654,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,reggaeton,no,casa,no
6655,mañana,madrugador,universitaria,si,si,si,con mascotas,pedir comida,no,no,no,si,ordenada,rock,no,casa,no
6656,noche,madrugador,secundaria,si,no,si,sin mascotas,cocinar,si,no,no,no,relajada,rock,si,casa,no
6657,noche,nocturno,universitaria,no,si,no,sin mascotas,cocinar,si,si,si,si,relajada,clasica,si,salir,si
6658,mañana,madrugador,universitaria,si,no,si,con mascotas,cocinar,no,no,no,no,relajada,pop,no,casa,no
6659,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,pop,no,salir,no
6660,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,si,no,no,no,ordenada,pop,si,casa,no
6661,noche,nocturno,universitaria,si,si,no,con mascotas,pedir comida,no,si,no,si,relajada,reggaeton,no,salir,si
6662,mañana,nocturno,universitaria,si,no,no,sin mascotas,cocinar,no,no,no,si,ordenada,pop,no,casa,no
6663,noche,madrugador,secundaria,no,si,no,sin mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
6664,noche,nocturno,universitaria,no,no,si,con mascotas,pedir comida,no,si,si,si,ordenada,clasica,si,salir,si
6665,noche,nocturno,universitaria,si,no,no,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
6666,mañana,madrugador,primaria,no,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
6667,noche,madrugador,primaria,si,no,no,sin mascotas,cocinar,si,si,si,si,ordenada,rock,no,casa,si
6668,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
6669,mañana,madrugador,universitaria,si,si,si,sin mascotas,cocinar,no,no,no,no,relajada,pop,no,casa,no
6670,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,no,relajada,clasica,si,salir,si
6671,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,salir,si
6672,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,no,si,si,si,relajada,clasica,si,salir,no
6673,mañana,madrugador,universitaria,si,no,no,sin mascotas,cocinar,si,no,no,no,ordenada,rock,si,casa,no
6674,noche,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,si,casa,no
